drumkit,title,key,played,recordings
"92, 105, 104, 95, R18!",Ulysses,,20160407,21
R1?,Uncle John's Band,,20120802,1
104,Under My Thumb,,20090416,2
115,Up On Cripple Creek,,20141223,5
RX,Up from the Skies,,20090922,2
95 up0,Use Me Up,,20090910,8
"92, 95",Ventilator Blues,,20110721,2
"109, 115",Viola Lee Blues,G,20130425,16
106,Voodoo Child,,20080117,3
113,WMD,,20040805,1
