drumkit,title,key,played,recordings
eggs,I Am Weary,,20040513,1
109,I Can't Quit You Baby,,20060515,1
95,I Can't Stand the Rain,,20170402,1
119,I Can't Stop Loving You,,20001102,1
"95, 104 up",I Can't Turn You Loose,,20060323,6
95,I Dig a Pony,,20180712,1
92,I Don't Need No Doctor,,20141202,24
95,I Feel Good,,20040415,2
95,I Got to Find My Baby,,20070823,2
"87, 95, 104",I Hear You Knocking,,20130131,6
