drumkit,title,key,played,recordings
115,Insurance,,20020131,2
104,Into the Great Wide Open,,20160424,29
"95, 104",Into the Mystic,,20160424,36
RX,Is This Love,,20161229,19
95,Island in the Sun,,20130814,3
105,Israelites,,20090813,1
"101, 95",It Ain't Me Babe,,20041014,2
"87, 92, 115",It Hurts Me Too,,20130131,64
RX,It Is What It Is,,20080529,1
"109, 101!",It Makes No Difference,,20150507,12
