drumkit,title,key,played,recordings
"111, 109p2, 104, 95",Shake Your Moneymaker,,20140220,16
97,Sharon,,20041202,1
109,She Talks to Angels,,20051109,1
"87, R17, 95!",She's a Woman,,20141119,7
92,Shine On You Crazy Diamond,,20160614,29
115,Shit Kicker,,20000222,1
"100, 125, 115",Shotgun,,20040513,12
93,Show Biz Kids,,20161229,16
R38,Shut the Fuck Up,,20070628,4
"101, 92, 95, 87, Rx, 111?",Simple Song,,20160306,30
