drumkit,title,key,played,recordings
95,Goin' Up the Country,,20160424,5
95,Going Down,,20031211,2
93,Going Down the Road feeling Bad,,20130425,1
"92, 104",Golden Rose,,20141105,16
95 (bass L),Gonna Change,,20030603,2
93,Good Enough,,20180712,1
104,Good Lovin',,20060323,1
"109, R70, 95",Good Morning Little Schoolgirl,,20120202,12
104,Good to Be King,,20160614,46
104,Goodbye Charlie,,20061214,1
