drumkit,title,key,played,recordings
"109, 92, 89, 104, RX",All Along The Watchtower,,20141014,28
101,All Blues,,20020706,1
"101, 106",All Day and All Night,,20020918,3
"95, 104 light bass",All The Loving,,20150618,28
R&B2,Allison,,20140417,1
"104 toms, 101",Almost Cut My Hair,,20080807,4
"104, 95",American Girl,,20160505,10
"",American Woman,,19990826,1
"104, 101",And It Stoned Me,,20120802,49
95,And She Was,,20101104,1
