drumkit,title,key,played,recordings
"101, 104, 92",Take Me to the River,,20130905,6
109,Talk to My Baby,,20020328,1
95,Taxman,,20151212,11
RX,Teenage Wasteland,,20090813,1
1,Tennessee Jed,,20160407,3
119,That Ain't It,,20000222,1
95,That'll Be the Day,,20030814,1
"95 up0, 109 up, 115",That's Alright Mama,,20121202,38
107,That's How Strong My Love Is,,20001005,2
92,Them Changes,,20140522,12
