drumkit,title,key,played,recordings
"104, 105, 95",I Want to Be Sedated,,20060515,3
"95, 90",I Will Survive,,20090416,17
104,I Won't Back Down,,20090922,2
105,I'd Love to Change the World,,20110414,3
"104, 115, 109",I'll Be Your Baby,,20160324,16
115  snare only,I'll Fly Away,,20040513,2
115,I'll Never Smoke Weed with Willie Again,,20110505,4
"RX, 104",I'm A Hog For You,A,20130926,15
"104 3 up, 119",I'm A Man,,20020328,13
"92, 95, 101, RX",I'm Losing You,,20150519,43
