drumkit,title,key,played,recordings
95,Tore Down,,20100218,2
87,Train Don't Stop,,20020706,1
87,Train Keep A Rollin',,20040527,2
92,Traveling Band,,20150827,8
125,Try,,20010322,1
R39,Try a Little Tenderness,,20090813,1
95,Tube Steak Boogie,,20050407,1
"101, 104, R40?",Turn the Page,,20180712,53
"104, 110",Two Joints,,20120802,3
95,Two of Us,,20080918,3
