drumkit,title,key,played,recordings
115?,Lonesome Train,,20001212,1
104,Long Time Gone,,20011212,3
95+,Long Train Running,,20080403,1
104? R39?,Look Sharp,,20080129,2
R31,Loser,,20120202,1
R9,Lost Highway,,20150827,9
104,Louise,,20040916,1
109,Love In Vain,G,20090910,31
104,Love Me Two Times,,20040401,1
125,Lovin' Cup,,20010322,1
