drumkit,title,key,played,recordings
93,Cool Dry Place,,20140702,7
105,Cortez the Killer,,20180712,20
92,Cosmic Debris,,20160306,11
115,Country Tonk,,20080903,2
"104, 106, 92!",Cowgirl in the Sand,,20151119,7
95,Crazy,,20071114,3
95+,Crazy for a Mercury,,20081030,1
99,Cross Cut Saw,,20180712,30
109,Crossfire,,20060502,1
RX,Crossroads,,20110721,8
