drumkit,title,key,played,recordings
"87, 92!",Who'll Stop The Rain,,20120802,10
"RX!, 95, 39!, 109",Who's Been Talking,,20160211,56
105,Who's Loving You Tonight,,20121014,29
"104, Pocket",Wild About My Loving,G,20151212,13
"115, 104, 101, 95",Wild Horses,G,20081218,34
104,Wild Night,,20151212,20
"87, 105",Wild Thing,,20091029,4
109,Willie the Pimp,,20151212,8
115,Willin',,20110120,23
96,Willow Weep,,20020706,1
