drumkit,title,key,played,recordings
96,Home At Last,,20020706,5
"104, 105, 93!",Honey Bee,,20140220,23
104?,Honky Tonk Woman,,20160424,3
115,Honky Tonkin',,20110303,11
"109, 93",Hootchie Cootchie Man,,20130228,5
95,House Is Rockin',,20050618,1
109,House of the Rising Sun,,20070207,1
"106 toms, 90",How Many More Times,,20030424,9
"",Human,,20100728,1
"95, 109",I Ain't Got You,,20150106,7
