drumkit,title,key,played,recordings
"104, 107",Help Me Babe,,20050407,6
104,Help The Poor,,20160614,24
92,Helpless,,20150324,10
104bongos,Helplessly Hoping,,20011212,1
119,Here I Am ,,20010809,1
95,Here Comes My Girl,,20160505,3
109,Hey Good Lookin',,20111219,1
"109, RX, 105",Hey Joe,,20111117,5
104,Hideaway,,20040624,2
109,Highway 61,,20150507,33
