drumkit,title,key,played,recordings
104,Angel From Montgomery,G,20130425,22
104,Ankle Deep,,20140612,7
109,Any Time She Goes Away,,20050720,1
"104, 115",Anybody Else's Heart But Mine,,20100728,2
93,Apartment Song,,20150324,4
"93, RX!",Around and Around,,20140220,8
"115, 104",As Tears Go By,,20100728,2
92,Atlantis,,20030603,1
107?,Baby Please Don't Go,,20040513,1
"87, 101",Baby That's Alright,,20150519,23
