drumkit,title,key,played,recordings
104,Brown Sugar,,20090813,1
95,Brown-Eyed Girl,,20090813,1
115,"Bucket, The",,20090813,1
109,Built For Comfort,,20141223,9
R17,Burning Down the House,,20141014,12
"",C'est La Vie,,20040916,1
104,Cabin Down the Road,,20050126,2
"104, R17, 1",California Dreaming,,20151212,8
"101, 104",Californication,,20140807,1
"95, RX?",Camarillo Brillo,,20100602,2
