drumkit,title,key,played,recordings
"95, 104",Guilty,,20150106,8
RX,Guitar,,20141119,19
125,"Hard Way, The",,19991221,1
"95, 104, R39?",Hard to Handle,,20100506,8
"1, Pocket!",Harder They Come,,20161229,15
125,Have You Ever Been Mistreated,,19991209,1
93,Have a Cigar,,20160424,7
104,Heart of Gold,,20150603,1
104,Heat Wave,,20030227,1
104,"Hello, I Love You",,20070124,1
