drumkit,title,key,played,recordings
104,Every Breath You Take,,20020509,1
93,Everybody Wants to Rule the World,,20160424,1
104,Everybody's Talking,,20160424,2
104,Evil,,20040219,1
"95, 104","Face In The Crowd, A",,20160424,56
"",Factory Girl,,20000222,1
125,Fairies Wear Boots,,20011011,0
115,Far Away Eyes,,20080515,1
95,Feel a Whole Lot Better,,20161229,8
"R67, 104, +95, JJ",Feeling Alright,,20151212,23
