drumkit,title,key,played,recordings
"105, 106","Baby, I'm Gonna Leave You",,20031014,3
"RX, 101",Babylon,,20100728,9
93,Back on the Chain Gang,,20151212,1
104,Bad,,20011011,0
R18,Badfish,,20141014,9
"92, 93!",Badge,,20170209,6
95,Ballad of John and Yoko,,20140417,22
"105, 87, 104",Bang a Gong,,20160519,24
"125, RX!",Beat It On Down The Line,,20130627,3
95,Beautiful Thing,,20090813,1
